category,variable,varrSize,timesPointedTo,timesDereferenced,timesWrittenTo,timesReadFrom
729,UIComponentPtr,8,0,0,0,1493
729,Matrix,64,0,0,0,0
729,Dirty Flag,1,0,0,5969,1492
559,Rotation,4,0,0,1492,1492
559,Scale,8,0,0,0,1
559,Translation,8,0,0,1491,5969
559,Scale,8,0,0,1,2985
559,Translation,8,0,0,1492,5969
765,ColliderPtr,8,0,0,0,1
765,UIComponentPtr,8,0,0,0,1188
765,Matrix,64,0,0,0,0
765,Dirty Flag,1,0,0,4749,1187
559,Rotation,4,0,0,1187,1187
559,Scale,8,0,0,0,1
559,Translation,8,0,0,1186,4749
559,Scale,8,0,0,1,2375
559,Translation,8,0,0,1187,4749
615,ColliderPtr,8,0,0,0,1
615,UIComponentPtr,8,0,0,0,2423
615,Matrix,64,0,0,0,0
615,Dirty Flag,1,0,0,9249,1983
559,Rotation,4,0,0,2421,2421
559,Scale,8,0,0,0,1
559,Translation,8,0,0,2421,9686
559,Scale,8,0,0,1,4844
559,Translation,8,0,0,2422,9686
647,ColliderPtr,8,0,0,0,1
647,UIComponentPtr,8,0,0,0,2136
647,Matrix,64,0,0,0,0
647,Dirty Flag,1,0,0,8012,1607
559,Rotation,4,0,0,2134,2134
559,Scale,8,0,0,0,1
559,Translation,8,0,0,2134,8538
559,Scale,8,0,0,1,4270
559,Translation,8,0,0,2135,8538
689,ColliderPtr,8,0,0,0,1
689,UIComponentPtr,8,0,0,0,1847
689,Matrix,64,0,0,0,0
689,Dirty Flag,1,0,0,7369,1830
559,Rotation,4,0,0,1846,1846
559,Scale,8,0,0,0,1
559,Translation,8,0,0,1845,7385
559,Scale,8,0,0,1,3693
559,Translation,8,0,0,1846,7385
717,ColliderPtr,8,0,0,0,1
717,UIComponentPtr,8,0,0,0,1560
717,Matrix,64,0,0,0,0
717,Dirty Flag,1,0,0,6237,1559
559,Rotation,4,0,0,1559,1559
559,Scale,8,0,0,0,1
559,Translation,8,0,0,1558,6237
559,Scale,8,0,0,1,3119
559,Translation,8,0,0,1559,6237
755,ColliderPtr,8,0,0,0,1
755,UIComponentPtr,8,0,0,0,1272
755,Matrix,64,0,0,0,0
755,Dirty Flag,1,0,0,5085,1271
559,Rotation,4,0,0,1271,1271
559,Scale,8,0,0,0,1
559,Translation,8,0,0,1270,5085
559,Scale,8,0,0,1,2543
559,Translation,8,0,0,1271,5085
787,ColliderPtr,8,0,0,0,1
787,UIComponentPtr,8,0,0,0,985
787,Matrix,64,0,0,0,0
787,Dirty Flag,1,0,0,3937,984
559,Rotation,4,0,0,984,984
559,Scale,8,0,0,0,1
559,Translation,8,0,0,983,3937
559,Scale,8,0,0,1,1969
559,Translation,8,0,0,984,3937
560,ColliderPtr,8,0,0,1,1
560,UIComponentPtr,8,0,0,1,2
560,Matrix,64,0,0,0,0
560,Dirty Flag,1,0,0,2699,2695
560,Rotation,4,0,0,1,0
560,Scale,8,0,0,0,1
560,Translation,8,0,0,1,1
560,Scale,8,0,0,1,1
560,Translation,8,0,0,1,4
561,ColliderPtr,8,0,0,1,1
561,UIComponentPtr,8,0,0,1,2
561,Matrix,64,0,0,0,0
561,Dirty Flag,1,0,0,2699,2695
561,Rotation,4,0,0,1,0
561,Scale,8,0,0,0,1
561,Translation,8,0,0,1,1
561,Scale,8,0,0,1,1
561,Translation,8,0,0,1,23
679,ColliderPtr,8,0,0,0,0
679,UIComponentPtr,8,0,0,0,1943
679,Matrix,64,0,0,0,0
679,Dirty Flag,1,0,0,7675,1847
561,Rotation,4,0,0,1942,1942
679,OldScale,8,0,0,0,0
561,Translation,8,0,0,1942,7770
561,Scale,8,0,0,0,3886
561,Translation,8,0,0,1943,7770
773,ColliderPtr,8,0,0,0,0
773,UIComponentPtr,8,0,0,0,1175
773,Matrix,64,0,0,0,0
773,Dirty Flag,1,0,0,4700,1175
561,Rotation,4,0,0,1175,1175
773,OldScale,8,0,0,0,0
561,Translation,8,0,0,1174,4701
561,Scale,8,0,0,0,2351
561,Translation,8,0,0,1175,4701
629,ColliderPtr,8,0,0,0,0
629,UIComponentPtr,8,0,0,0,2381
629,Matrix,64,0,0,0,0
629,Dirty Flag,1,0,0,9166,2024
561,Rotation,4,0,0,2380,2380
629,OldScale,8,0,0,0,0
561,Translation,8,0,0,2380,9522
561,Scale,8,0,0,0,4762
561,Translation,8,0,0,2381,9522
671,ColliderPtr,8,0,0,0,0
671,UIComponentPtr,8,0,0,0,2053
671,Matrix,64,0,0,0,0
671,Dirty Flag,1,0,0,8006,1848
561,Rotation,4,0,0,2052,2052
671,OldScale,8,0,0,0,0
561,Translation,8,0,0,2052,8210
561,Scale,8,0,0,0,4106
561,Translation,8,0,0,2053,8210
707,ColliderPtr,8,0,0,0,0
707,UIComponentPtr,8,0,0,0,1723
707,Matrix,64,0,0,0,0
707,Dirty Flag,1,0,0,6892,1723
561,Rotation,4,0,0,1723,1723
707,OldScale,8,0,0,0,0
561,Translation,8,0,0,1722,6893
561,Scale,8,0,0,0,3447
561,Translation,8,0,0,1723,6893
745,ColliderPtr,8,0,0,0,0
745,UIComponentPtr,8,0,0,0,1395
745,Matrix,64,0,0,0,0
745,Dirty Flag,1,0,0,5580,1395
561,Rotation,4,0,0,1395,1395
745,OldScale,8,0,0,0,0
561,Translation,8,0,0,1394,5581
561,Scale,8,0,0,0,2791
561,Translation,8,0,0,1395,5581
785,ColliderPtr,8,0,0,0,0
785,UIComponentPtr,8,0,0,0,1066
785,Matrix,64,0,0,0,0
785,Dirty Flag,1,0,0,4264,1066
561,Rotation,4,0,0,1066,1066
785,OldScale,8,0,0,0,0
561,Translation,8,0,0,1065,4265
561,Scale,8,0,0,0,2133
561,Translation,8,0,0,1066,4265
641,ColliderPtr,8,0,0,0,0
641,UIComponentPtr,8,0,0,0,2228
641,Matrix,64,0,0,0,0
641,Dirty Flag,1,0,0,8904,2221
561,Rotation,4,0,0,2227,2227
641,OldScale,8,0,0,0,0
561,Translation,8,0,0,2227,8910
561,Scale,8,0,0,0,4456
561,Translation,8,0,0,2228,8910
703,ColliderPtr,8,0,0,0,0
703,UIComponentPtr,8,0,0,0,1746
703,Matrix,64,0,0,0,0
703,Dirty Flag,1,0,0,6984,1746
561,Rotation,4,0,0,1746,1746
703,OldScale,8,0,0,0,0
561,Translation,8,0,0,1745,6985
561,Scale,8,0,0,0,3493
561,Translation,8,0,0,1746,6985
763,ColliderPtr,8,0,0,0,0
763,UIComponentPtr,8,0,0,0,1265
763,Matrix,64,0,0,0,0
763,Dirty Flag,1,0,0,5060,1265
561,Rotation,4,0,0,1265,1265
763,OldScale,8,0,0,0,0
561,Translation,8,0,0,1264,5061
561,Scale,8,0,0,0,2531
561,Translation,8,0,0,1265,5061
637,ColliderPtr,8,0,0,0,0
637,UIComponentPtr,8,0,0,0,2312
637,Matrix,64,0,0,0,0
637,Dirty Flag,1,0,0,8940,2005
561,Rotation,4,0,0,2311,2311
637,OldScale,8,0,0,0,0
561,Translation,8,0,0,2311,9246
561,Scale,8,0,0,0,4624
561,Translation,8,0,0,2312,9246
683,ColliderPtr,8,0,0,0,0
683,UIComponentPtr,8,0,0,0,1913
683,Matrix,64,0,0,0,0
683,Dirty Flag,1,0,0,7569,1830
561,Rotation,4,0,0,1913,1913
683,OldScale,8,0,0,0,0
561,Translation,8,0,0,1912,7653
561,Scale,8,0,0,0,3827
561,Translation,8,0,0,1913,7653
725,ColliderPtr,8,0,0,0,0
725,UIComponentPtr,8,0,0,0,1515
725,Matrix,64,0,0,0,0
725,Dirty Flag,1,0,0,6060,1515
561,Rotation,4,0,0,1515,1515
725,OldScale,8,0,0,0,0
561,Translation,8,0,0,1514,6061
561,Scale,8,0,0,0,3031
561,Translation,8,0,0,1515,6061
777,ColliderPtr,8,0,0,0,0
777,UIComponentPtr,8,0,0,0,1116
777,Matrix,64,0,0,0,0
777,Dirty Flag,1,0,0,4464,1116
561,Rotation,4,0,0,1116,1116
777,OldScale,8,0,0,0,0
561,Translation,8,0,0,1115,4465
561,Scale,8,0,0,0,2233
561,Translation,8,0,0,1116,4465
562,ColliderPtr,8,0,0,1,1
562,UIComponentPtr,8,0,0,1,2
562,Matrix,64,0,0,0,0
562,Dirty Flag,1,0,0,2699,2695
562,Rotation,4,0,0,1,0
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1,1
562,Scale,8,0,0,1,1
562,Translation,8,0,0,1,22
657,ColliderPtr,8,0,0,0,1
657,UIComponentPtr,8,0,0,0,2101
657,Matrix,64,0,0,0,0
657,Dirty Flag,1,0,0,7890,1589
562,Rotation,4,0,0,2100,2100
562,Scale,8,0,0,0,1
562,Translation,8,0,0,2099,8401
562,Scale,8,0,0,1,4201
562,Translation,8,0,0,2100,8401
731,ColliderPtr,8,0,0,0,1
731,UIComponentPtr,8,0,0,0,1493
731,Matrix,64,0,0,0,0
731,Dirty Flag,1,0,0,5969,1492
562,Rotation,4,0,0,1492,1492
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1491,5969
562,Scale,8,0,0,1,2985
562,Translation,8,0,0,1492,5969
799,ColliderPtr,8,0,0,0,1
799,UIComponentPtr,8,0,0,0,884
799,Matrix,64,0,0,0,0
799,Dirty Flag,1,0,0,3533,883
562,Rotation,4,0,0,883,883
562,Scale,8,0,0,0,1
562,Translation,8,0,0,882,3533
562,Scale,8,0,0,1,1767
562,Translation,8,0,0,883,3533
623,ColliderPtr,8,0,0,0,1
623,UIComponentPtr,8,0,0,0,2407
623,Matrix,64,0,0,0,0
623,Dirty Flag,1,0,0,9539,2321
562,Rotation,4,0,0,2405,2405
562,Scale,8,0,0,0,1
562,Translation,8,0,0,2405,9622
562,Scale,8,0,0,1,4812
562,Translation,8,0,0,2406,9622
659,ColliderPtr,8,0,0,0,1
659,UIComponentPtr,8,0,0,0,2102
659,Matrix,64,0,0,0,0
659,Dirty Flag,1,0,0,8077,1774
562,Rotation,4,0,0,2100,2100
562,Scale,8,0,0,0,1
562,Translation,8,0,0,2100,8402
562,Scale,8,0,0,1,4202
562,Translation,8,0,0,2101,8402
697,ColliderPtr,8,0,0,0,1
697,UIComponentPtr,8,0,0,0,1797
697,Matrix,64,0,0,0,0
697,Dirty Flag,1,0,0,7185,1796
562,Rotation,4,0,0,1796,1796
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1795,7185
562,Scale,8,0,0,1,3593
562,Translation,8,0,0,1796,7185
733,ColliderPtr,8,0,0,0,1
733,UIComponentPtr,8,0,0,0,1493
733,Matrix,64,0,0,0,0
733,Dirty Flag,1,0,0,5969,1492
562,Rotation,4,0,0,1492,1492
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1491,5969
562,Scale,8,0,0,1,2985
562,Translation,8,0,0,1492,5969
767,ColliderPtr,8,0,0,0,1
767,UIComponentPtr,8,0,0,0,1188
767,Matrix,64,0,0,0,0
767,Dirty Flag,1,0,0,4749,1187
562,Rotation,4,0,0,1187,1187
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1186,4749
562,Scale,8,0,0,1,2375
562,Translation,8,0,0,1187,4749
617,ColliderPtr,8,0,0,0,1
617,UIComponentPtr,8,0,0,0,2423
617,Matrix,64,0,0,0,0
617,Dirty Flag,1,0,0,9249,1983
562,Rotation,4,0,0,2421,2421
562,Scale,8,0,0,0,1
562,Translation,8,0,0,2421,9686
562,Scale,8,0,0,1,4844
562,Translation,8,0,0,2422,9686
649,ColliderPtr,8,0,0,0,1
649,UIComponentPtr,8,0,0,0,2136
649,Matrix,64,0,0,0,0
649,Dirty Flag,1,0,0,8012,1607
562,Rotation,4,0,0,2134,2134
562,Scale,8,0,0,0,1
562,Translation,8,0,0,2134,8538
562,Scale,8,0,0,1,4270
562,Translation,8,0,0,2135,8538
691,ColliderPtr,8,0,0,0,1
691,UIComponentPtr,8,0,0,0,1847
691,Matrix,64,0,0,0,0
691,Dirty Flag,1,0,0,7369,1830
562,Rotation,4,0,0,1846,1846
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1845,7385
562,Scale,8,0,0,1,3693
562,Translation,8,0,0,1846,7385
719,ColliderPtr,8,0,0,0,1
719,UIComponentPtr,8,0,0,0,1560
719,Matrix,64,0,0,0,0
719,Dirty Flag,1,0,0,6237,1559
562,Rotation,4,0,0,1559,1559
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1558,6237
562,Scale,8,0,0,1,3119
562,Translation,8,0,0,1559,6237
757,ColliderPtr,8,0,0,0,1
757,UIComponentPtr,8,0,0,0,1272
757,Matrix,64,0,0,0,0
757,Dirty Flag,1,0,0,5085,1271
562,Rotation,4,0,0,1271,1271
562,Scale,8,0,0,0,1
562,Translation,8,0,0,1270,5085
562,Scale,8,0,0,1,2543
562,Translation,8,0,0,1271,5085
789,ColliderPtr,8,0,0,0,1
789,UIComponentPtr,8,0,0,0,985
789,Matrix,64,0,0,0,0
789,Dirty Flag,1,0,0,3937,984
562,Rotation,4,0,0,984,984
562,Scale,8,0,0,0,1
562,Translation,8,0,0,983,3937
562,Scale,8,0,0,1,1969
562,Translation,8,0,0,984,3937
563,ColliderPtr,8,0,0,1,1
563,UIComponentPtr,8,0,0,1,2
563,Matrix,64,0,0,0,0
563,Dirty Flag,1,0,0,2699,2695
563,Rotation,4,0,0,1,0
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1,1
563,Scale,8,0,0,1,1
563,Translation,8,0,0,1,21
667,ColliderPtr,8,0,0,0,1
667,UIComponentPtr,8,0,0,0,2063
667,Matrix,64,0,0,0,0
667,Dirty Flag,1,0,0,8018,1831
563,Rotation,4,0,0,2062,2062
563,Scale,8,0,0,0,1
563,Translation,8,0,0,2061,8249
563,Scale,8,0,0,1,4125
563,Translation,8,0,0,2062,8249
741,ColliderPtr,8,0,0,0,1
741,UIComponentPtr,8,0,0,0,1416
741,Matrix,64,0,0,0,0
741,Dirty Flag,1,0,0,5661,1415
563,Rotation,4,0,0,1415,1415
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1414,5661
563,Scale,8,0,0,1,2831
563,Translation,8,0,0,1415,5661
820,ColliderPtr,8,0,0,0,1
820,UIComponentPtr,8,0,0,0,618
820,Matrix,64,0,0,0,0
820,Dirty Flag,1,0,0,2469,617
563,Rotation,4,0,0,617,617
563,Scale,8,0,0,0,1
563,Translation,8,0,0,616,2469
563,Scale,8,0,0,1,1235
563,Translation,8,0,0,617,2469
633,ColliderPtr,8,0,0,0,1
633,UIComponentPtr,8,0,0,0,2354
633,Matrix,64,0,0,0,0
633,Dirty Flag,1,0,0,8671,1612
563,Rotation,4,0,0,2352,2352
563,Scale,8,0,0,0,1
563,Translation,8,0,0,2352,9410
563,Scale,8,0,0,1,4706
563,Translation,8,0,0,2353,9410
675,ColliderPtr,8,0,0,0,1
675,UIComponentPtr,8,0,0,0,1996
675,Matrix,64,0,0,0,0
675,Dirty Flag,1,0,0,7817,1831
563,Rotation,4,0,0,1995,1995
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1994,7981
563,Scale,8,0,0,1,3991
563,Translation,8,0,0,1995,7981
711,ColliderPtr,8,0,0,0,1
711,UIComponentPtr,8,0,0,0,1639
711,Matrix,64,0,0,0,0
711,Dirty Flag,1,0,0,6553,1638
563,Rotation,4,0,0,1638,1638
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1637,6553
563,Scale,8,0,0,1,3277
563,Translation,8,0,0,1638,6553
753,ColliderPtr,8,0,0,0,1
753,UIComponentPtr,8,0,0,0,1282
753,Matrix,64,0,0,0,0
753,Dirty Flag,1,0,0,5125,1281
563,Rotation,4,0,0,1281,1281
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1280,5125
563,Scale,8,0,0,1,2563
563,Translation,8,0,0,1281,5125
795,ColliderPtr,8,0,0,0,1
795,UIComponentPtr,8,0,0,0,926
795,Matrix,64,0,0,0,0
795,Dirty Flag,1,0,0,3701,925
563,Rotation,4,0,0,925,925
563,Scale,8,0,0,0,1
563,Translation,8,0,0,924,3701
563,Scale,8,0,0,1,1851
563,Translation,8,0,0,925,3701
613,ColliderPtr,8,0,0,0,1
613,UIComponentPtr,8,0,0,0,2442
613,Matrix,64,0,0,0,0
613,Dirty Flag,1,0,0,9588,2265
563,Rotation,4,0,0,2440,2440
563,Scale,8,0,0,0,1
563,Translation,8,0,0,2440,9762
563,Scale,8,0,0,1,4882
563,Translation,8,0,0,2441,9762
645,ColliderPtr,8,0,0,0,1
645,UIComponentPtr,8,0,0,0,2173
645,Matrix,64,0,0,0,0
645,Dirty Flag,1,0,0,8270,1754
563,Rotation,4,0,0,2171,2171
563,Scale,8,0,0,0,1
563,Translation,8,0,0,2171,8686
563,Scale,8,0,0,1,4344
563,Translation,8,0,0,2172,8686
687,ColliderPtr,8,0,0,0,1
687,UIComponentPtr,8,0,0,0,1903
687,Matrix,64,0,0,0,0
687,Dirty Flag,1,0,0,7537,1830
563,Rotation,4,0,0,1902,1902
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1901,7609
563,Scale,8,0,0,1,3805
563,Translation,8,0,0,1902,7609
715,ColliderPtr,8,0,0,0,1
715,UIComponentPtr,8,0,0,0,1634
715,Matrix,64,0,0,0,0
715,Dirty Flag,1,0,0,6533,1633
563,Rotation,4,0,0,1633,1633
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1632,6533
563,Scale,8,0,0,1,3267
563,Translation,8,0,0,1633,6533
749,ColliderPtr,8,0,0,0,1
749,UIComponentPtr,8,0,0,0,1366
749,Matrix,64,0,0,0,0
749,Dirty Flag,1,0,0,5461,1365
563,Rotation,4,0,0,1365,1365
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1364,5461
563,Scale,8,0,0,1,2731
563,Translation,8,0,0,1365,5461
781,ColliderPtr,8,0,0,0,1
781,UIComponentPtr,8,0,0,0,1097
781,Matrix,64,0,0,0,0
781,Dirty Flag,1,0,0,4385,1096
563,Rotation,4,0,0,1096,1096
563,Scale,8,0,0,0,1
563,Translation,8,0,0,1095,4385
563,Scale,8,0,0,1,2193
563,Translation,8,0,0,1096,4385
564,ColliderPtr,8,0,0,1,1
564,UIComponentPtr,8,0,0,1,2
564,Matrix,64,0,0,0,0
564,Dirty Flag,1,0,0,2699,2695
564,Rotation,4,0,0,1,0
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1,1
564,Scale,8,0,0,1,1
564,Translation,8,0,0,1,22
661,ColliderPtr,8,0,0,0,1
661,UIComponentPtr,8,0,0,0,2101
661,Matrix,64,0,0,0,0
661,Dirty Flag,1,0,0,7890,1589
564,Rotation,4,0,0,2100,2100
564,Scale,8,0,0,0,1
564,Translation,8,0,0,2099,8401
564,Scale,8,0,0,1,4201
564,Translation,8,0,0,2100,8401
735,ColliderPtr,8,0,0,0,1
735,UIComponentPtr,8,0,0,0,1493
735,Matrix,64,0,0,0,0
735,Dirty Flag,1,0,0,5969,1492
564,Rotation,4,0,0,1492,1492
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1491,5969
564,Scale,8,0,0,1,2985
564,Translation,8,0,0,1492,5969
801,ColliderPtr,8,0,0,0,1
801,UIComponentPtr,8,0,0,0,884
801,Matrix,64,0,0,0,0
801,Dirty Flag,1,0,0,3533,883
564,Rotation,4,0,0,883,883
564,Scale,8,0,0,0,1
564,Translation,8,0,0,882,3533
564,Scale,8,0,0,1,1767
564,Translation,8,0,0,883,3533
625,ColliderPtr,8,0,0,0,1
625,UIComponentPtr,8,0,0,0,2407
625,Matrix,64,0,0,0,0
625,Dirty Flag,1,0,0,9539,2321
564,Rotation,4,0,0,2405,2405
564,Scale,8,0,0,0,1
564,Translation,8,0,0,2405,9622
564,Scale,8,0,0,1,4812
564,Translation,8,0,0,2406,9622
663,ColliderPtr,8,0,0,0,1
663,UIComponentPtr,8,0,0,0,2102
663,Matrix,64,0,0,0,0
663,Dirty Flag,1,0,0,8077,1774
564,Rotation,4,0,0,2100,2100
564,Scale,8,0,0,0,1
564,Translation,8,0,0,2100,8402
564,Scale,8,0,0,1,4202
564,Translation,8,0,0,2101,8402
699,ColliderPtr,8,0,0,0,1
699,UIComponentPtr,8,0,0,0,1797
699,Matrix,64,0,0,0,0
699,Dirty Flag,1,0,0,7185,1796
564,Rotation,4,0,0,1796,1796
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1795,7185
564,Scale,8,0,0,1,3593
564,Translation,8,0,0,1796,7185
737,ColliderPtr,8,0,0,0,1
737,UIComponentPtr,8,0,0,0,1493
737,Matrix,64,0,0,0,0
737,Dirty Flag,1,0,0,5969,1492
564,Rotation,4,0,0,1492,1492
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1491,5969
564,Scale,8,0,0,1,2985
564,Translation,8,0,0,1492,5969
769,ColliderPtr,8,0,0,0,1
769,UIComponentPtr,8,0,0,0,1188
769,Matrix,64,0,0,0,0
769,Dirty Flag,1,0,0,4749,1187
564,Rotation,4,0,0,1187,1187
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1186,4749
564,Scale,8,0,0,1,2375
564,Translation,8,0,0,1187,4749
619,ColliderPtr,8,0,0,0,1
619,UIComponentPtr,8,0,0,0,2423
619,Matrix,64,0,0,0,0
619,Dirty Flag,1,0,0,9249,1983
564,Rotation,4,0,0,2421,2421
564,Scale,8,0,0,0,1
564,Translation,8,0,0,2421,9686
564,Scale,8,0,0,1,4844
564,Translation,8,0,0,2422,9686
651,ColliderPtr,8,0,0,0,1
651,UIComponentPtr,8,0,0,0,2136
651,Matrix,64,0,0,0,0
651,Dirty Flag,1,0,0,8012,1607
564,Rotation,4,0,0,2134,2134
564,Scale,8,0,0,0,1
564,Translation,8,0,0,2134,8538
564,Scale,8,0,0,1,4270
564,Translation,8,0,0,2135,8538
693,ColliderPtr,8,0,0,0,1
693,UIComponentPtr,8,0,0,0,1847
693,Matrix,64,0,0,0,0
693,Dirty Flag,1,0,0,7369,1830
564,Rotation,4,0,0,1846,1846
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1845,7385
564,Scale,8,0,0,1,3693
564,Translation,8,0,0,1846,7385
721,ColliderPtr,8,0,0,0,1
721,UIComponentPtr,8,0,0,0,1560
721,Matrix,64,0,0,0,0
721,Dirty Flag,1,0,0,6237,1559
564,Rotation,4,0,0,1559,1559
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1558,6237
564,Scale,8,0,0,1,3119
564,Translation,8,0,0,1559,6237
759,ColliderPtr,8,0,0,0,1
759,UIComponentPtr,8,0,0,0,1272
759,Matrix,64,0,0,0,0
759,Dirty Flag,1,0,0,5085,1271
564,Rotation,4,0,0,1271,1271
564,Scale,8,0,0,0,1
564,Translation,8,0,0,1270,5085
564,Scale,8,0,0,1,2543
564,Translation,8,0,0,1271,5085
791,ColliderPtr,8,0,0,0,1
791,UIComponentPtr,8,0,0,0,985
791,Matrix,64,0,0,0,0
791,Dirty Flag,1,0,0,3937,984
564,Rotation,4,0,0,984,984
564,Scale,8,0,0,0,1
564,Translation,8,0,0,983,3937
564,Scale,8,0,0,1,1969
564,Translation,8,0,0,984,3937
829,ColliderPtr,8,0,0,3,1
829,UIComponentPtr,8,0,143,3,144
829,Matrix,64,0,0,0,0
829,Dirty Flag,1,0,0,290,142
829,Rotation,4,0,0,1,0
829,Scale,8,0,0,0,1
829,Translation,8,0,0,142,153
829,Scale,8,0,0,1,144
829,Translation,8,0,0,143,153
565,ColliderPtr,8,0,0,1,2
565,UIComponentPtr,8,0,2694,1,2696
565,Matrix,64,0,0,0,0
565,Dirty Flag,1,0,0,5394,2695
565,Rotation,4,0,0,1,0
565,Scale,8,0,0,1,2
565,Translation,8,0,0,2693,2700
565,Scale,8,0,0,2,2697
565,Translation,8,0,0,2694,2700
566,ColliderPtr,8,0,0,1,2
566,UIComponentPtr,8,0,2694,1,2696
566,Matrix,64,0,0,0,0
566,Dirty Flag,1,0,0,5394,2695
566,Rotation,4,0,0,1,0
566,Scale,8,0,0,1,2
566,Translation,8,0,0,2693,2700
566,Scale,8,0,0,2,2697
566,Translation,8,0,0,2694,2700
567,ColliderPtr,8,0,0,1,2
567,UIComponentPtr,8,0,2694,1,2696
567,Matrix,64,0,0,0,0
567,Dirty Flag,1,0,0,5394,2695
567,Rotation,4,0,0,1,0
567,Scale,8,0,0,1,2
567,Translation,8,0,0,2693,2700
567,Scale,8,0,0,2,2697
567,Translation,8,0,0,2694,2700
568,ColliderPtr,8,0,0,1,1
568,UIComponentPtr,8,0,130,1,132
568,Matrix,64,0,0,0,0
568,Dirty Flag,1,0,0,2830,2695
568,Rotation,4,0,0,1,0
568,Scale,8,0,0,0,1
568,Translation,8,0,0,130,135
568,Scale,8,0,0,1,132
568,Translation,8,0,0,131,135
569,ColliderPtr,8,0,0,1,1
569,UIComponentPtr,8,0,0,1,2
569,Matrix,64,0,0,0,0
569,Dirty Flag,1,0,0,2699,2695
569,Rotation,4,0,0,1,0
569,Scale,8,0,0,0,1
569,Translation,8,0,0,1,1
569,Scale,8,0,0,1,2696
569,Translation,8,0,0,1,4
570,ColliderPtr,8,0,0,1,1
570,UIComponentPtr,8,0,0,1,2
570,Matrix,64,0,0,0,0
570,Dirty Flag,1,0,0,2699,2695
570,Rotation,4,0,0,1,0
570,Scale,8,0,0,0,1
570,Translation,8,0,0,1,1
570,Scale,8,0,0,1,1
570,Translation,8,0,0,1,4
571,ColliderPtr,8,0,0,1,1
571,UIComponentPtr,8,0,0,1,2
571,Matrix,64,0,0,0,0
571,Dirty Flag,1,0,0,2699,2695
571,Rotation,4,0,0,1,0
571,Scale,8,0,0,0,1
571,Translation,8,0,0,1,1
571,Scale,8,0,0,1,2696
571,Translation,8,0,0,1,4
572,ColliderPtr,8,0,0,1,1
572,UIComponentPtr,8,0,0,1,2
572,Matrix,64,0,0,0,0
572,Dirty Flag,1,0,0,2699,2695
572,Rotation,4,0,0,1,0
572,Scale,8,0,0,0,1
572,Translation,8,0,0,1,1
572,Scale,8,0,0,1,2696
572,Translation,8,0,0,1,4
573,ColliderPtr,8,0,0,1,1
573,UIComponentPtr,8,0,0,1,2
573,Matrix,64,0,0,0,0
573,Dirty Flag,1,0,0,2699,2695
573,Rotation,4,0,0,1,0
573,Scale,8,0,0,0,1
573,Translation,8,0,0,1,1
573,Scale,8,0,0,1,1
573,Translation,8,0,0,1,4
574,ColliderPtr,8,0,0,1,1
574,UIComponentPtr,8,0,0,1,2
574,Matrix,64,0,0,0,0
574,Dirty Flag,1,0,0,2699,2695
574,Rotation,4,0,0,1,0
574,Scale,8,0,0,0,1
574,Translation,8,0,0,1,1
574,Scale,8,0,0,1,2696
574,Translation,8,0,0,1,4
575,ColliderPtr,8,0,0,1,1
575,UIComponentPtr,8,0,0,1,2
575,Matrix,64,0,0,0,0
575,Dirty Flag,1,0,0,2699,2695
575,Rotation,4,0,0,1,0
575,Scale,8,0,0,0,1
575,Translation,8,0,0,1,1
575,Scale,8,0,0,1,2696
575,Translation,8,0,0,1,4
576,ColliderPtr,8,0,0,1,1
576,UIComponentPtr,8,0,0,1,2
576,Matrix,64,0,0,0,0
576,Dirty Flag,1,0,0,2699,2695
576,Rotation,4,0,0,1,0
576,Scale,8,0,0,0,1
576,Translation,8,0,0,1,1
576,Scale,8,0,0,1,2696
576,Translation,8,0,0,1,4
577,ColliderPtr,8,0,0,1,1
577,UIComponentPtr,8,0,0,1,2
577,Matrix,64,0,0,0,0
577,Dirty Flag,1,0,0,2699,2695
577,Rotation,4,0,0,1,0
577,Scale,8,0,0,0,1
577,Translation,8,0,0,1,1
577,Scale,8,0,0,1,2696
577,Translation,8,0,0,1,4
578,ColliderPtr,8,0,0,1,1
578,UIComponentPtr,8,0,0,1,2
578,Matrix,64,0,0,0,0
578,Dirty Flag,1,0,0,2699,2695
578,Rotation,4,0,0,1,0
